Scenario_ID,Origin,Destination,Cargo_Type,Cargo_tonnes,Recommended_Vessel,Port_Feasibility,Best_Month,Best_Month_Strategy_Score,Best_Month_BreakEven_USD_per_mt,Recommended_Window_Start,Recommended_Window_End,Recommended_Duration_Months,Duration_Class,Window_Strategy_Score,Base_Average_BreakEven_USD_per_mt,Combined_Adverse_Average_BreakEven_USD_per_mt,Adverse_BreakEven_Increment_USD_per_mt,Commercial_Rate_Available,Final_Profit_Available,Final_TCE_Available,Final_Recommendation,Recommendation_Reason,Recommendation_Class
GLADSTONE_DHAMRA_COAL,"Gladstone, Australia","Dhamra, India",Coal,80000,Panamax,PASS,2025-12,100.0,6.91,2025-12,2025-12,1,SHORT-TERM,100.0,8.228335824132555,14.218564304101053,5.990228479968497,False,False,False,CONSIDER PANAMAX CONTRACTING,Panamax is operationally feasible and the selected contract window has the strongest available strategy score.,DECISION SUPPORT
