Period,Period Label,Economy,Economy Label,CommercialMarket,CommercialMarket Label,Average_DWT,Maximum_DWT
2021S02,S2   2021,360,Indonesia,4,Dry breakbulk carriers,6554.0,72562.0
2021S02,S2   2021,360,Indonesia,6,Roll-on/ roll-off ships,4068.0,28061.0
2021S02,S2   2021,360,Indonesia,3,Container ships,,
2021S02,S2   2021,360,Indonesia,1,Passenger ships,,
2021S02,S2   2021,380,Italy,0,All ships,19281.0,211182.0
2021S02,S2   2021,380,Italy,2,Liquid bulk carriers,28535.0,166092.0
2021S02,S2   2021,380,Italy,7,Liquefied petroleum gas carriers,9587.0,49996.0
2021S02,S2   2021,380,Italy,5,Dry bulk carriers,40379.0,211182.0
2021S02,S2   2021,380,Italy,4,Dry breakbulk carriers,8218.0,62346.0
2021S02,S2   2021,380,Italy,6,Roll-on/ roll-off ships,13276.0,45200.0
2021S02,S2   2021,380,Italy,3,Container ships,,
2021S02,S2   2021,380,Italy,1,Passenger ships,,
2021S02,S2   2021,392,Japan,0,All ships,15073.0,327017.0
2021S02,S2   2021,392,Japan,2,Liquid bulk carriers,13728.0,320785.0
2021S02,S2   2021,392,Japan,7,Liquefied petroleum gas carriers,6324.0,58899.0
2021S02,S2   2021,392,Japan,8,Liquefied natural gas carriers,53333.0,122006.0
2021S02,S2   2021,392,Japan,5,Dry bulk carriers,28537.0,327017.0
2021S02,S2   2021,392,Japan,4,Dry breakbulk carriers,8835.0,80236.0
2021S02,S2   2021,392,Japan,6,Roll-on/ roll-off ships,7562.0,43878.0
2021S02,S2   2021,392,Japan,3,Container ships,,
2021S02,S2   2021,392,Japan,1,Passenger ships,,
2021S02,S2   2021,410,"Korea, Republic of",0,All ships,21341.0,326932.0
2021S02,S2   2021,410,"Korea, Republic of",2,Liquid bulk carriers,23458.0,321300.0
2021S02,S2   2021,410,"Korea, Republic of",7,Liquefied petroleum gas carriers,8164.0,62500.0
2021S02,S2   2021,410,"Korea, Republic of",8,Liquefied natural gas carriers,87315.0,155159.0
2021S02,S2   2021,410,"Korea, Republic of",5,Dry bulk carriers,54052.0,326932.0
2021S02,S2   2021,410,"Korea, Republic of",4,Dry breakbulk carriers,7521.0,103652.0
2021S02,S2   2021,410,"Korea, Republic of",6,Roll-on/ roll-off ships,10618.0,43878.0
2021S02,S2   2021,410,"Korea, Republic of",3,Container ships,,
2021S02,S2   2021,410,"Korea, Republic of",1,Passenger ships,,
2021S02,S2   2021,528,Netherlands (Kingdom of the),0,All ships,14296.0,319778.0
2021S02,S2   2021,528,Netherlands (Kingdom of the),2,Liquid bulk carriers,17193.0,319778.0
2021S02,S2   2021,528,Netherlands (Kingdom of the),7,Liquefied petroleum gas carriers,6999.0,58585.0
2021S02,S2   2021,528,Netherlands (Kingdom of the),8,Liquefied natural gas carriers,48040.0,130441.0
2021S02,S2   2021,528,Netherlands (Kingdom of the),5,Dry bulk carriers,69459.0,297541.0
2021S02,S2   2021,528,Netherlands (Kingdom of the),4,Dry breakbulk carriers,5195.0,88272.0
2021S02,S2   2021,528,Netherlands (Kingdom of the),6,Roll-on/ roll-off ships,6613.0,48988.0
2021S02,S2   2021,528,Netherlands (Kingdom of the),3,Container ships,,
2021S02,S2   2021,528,Netherlands (Kingdom of the),1,Passenger ships,,
2021S02,S2   2021,579,Norway,0,All ships,7108.0,320137.0
2021S02,S2   2021,579,Norway,2,Liquid bulk carriers,17720.0,320137.0
2021S02,S2   2021,579,Norway,7,Liquefied petroleum gas carriers,11974.0,54901.0
2021S02,S2   2021,579,Norway,8,Liquefied natural gas carriers,4311.0,20918.0
2021S02,S2   2021,579,Norway,5,Dry bulk carriers,29457.0,209951.0
2021S02,S2   2021,579,Norway,4,Dry breakbulk carriers,3307.0,63581.0
2021S02,S2   2021,579,Norway,6,Roll-on/ roll-off ships,6889.0,28092.0
2021S02,S2   2021,579,Norway,3,Container ships,,
2021S02,S2   2021,579,Norway,1,Passenger ships,,
2021S02,S2   2021,608,Philippines,0,All ships,11505.0,324690.0
2021S02,S2   2021,608,Philippines,2,Liquid bulk carriers,10695.0,110200.0
2021S02,S2   2021,608,Philippines,7,Liquefied petroleum gas carriers,7798.0,58814.0
2021S02,S2   2021,608,Philippines,5,Dry bulk carriers,46933.0,324690.0
2021S02,S2   2021,608,Philippines,4,Dry breakbulk carriers,5335.0,38330.0
2021S02,S2   2021,608,Philippines,6,Roll-on/ roll-off ships,7704.0,22362.0
2021S02,S2   2021,608,Philippines,3,Container ships,,
2021S02,S2   2021,608,Philippines,1,Passenger ships,,
2021S02,S2   2021,643,Russian Federation,0,All ships,16048.0,182097.0
2021S02,S2   2021,643,Russian Federation,2,Liquid bulk carriers,21321.0,167295.0
2021S02,S2   2021,643,Russian Federation,7,Liquefied petroleum gas carriers,8538.0,22911.0
2021S02,S2   2021,643,Russian Federation,8,Liquefied natural gas carriers,69566.0,97000.0
2021S02,S2   2021,643,Russian Federation,5,Dry bulk carriers,46001.0,182097.0
2021S02,S2   2021,643,Russian Federation,4,Dry breakbulk carriers,5465.0,80500.0
2021S02,S2   2021,643,Russian Federation,6,Roll-on/ roll-off ships,6760.0,22910.0
2021S02,S2   2021,643,Russian Federation,3,Container ships,,
2021S02,S2   2021,643,Russian Federation,1,Passenger ships,,
2021S02,S2   2021,702,Singapore,0,All ships,,
2021S02,S2   2021,702,Singapore,2,Liquid bulk carriers,,
2021S02,S2   2021,702,Singapore,7,Liquefied petroleum gas carriers,,
2021S02,S2   2021,702,Singapore,8,Liquefied natural gas carriers,,
2021S02,S2   2021,702,Singapore,5,Dry bulk carriers,,
2021S02,S2   2021,702,Singapore,4,Dry breakbulk carriers,,
2021S02,S2   2021,702,Singapore,6,Roll-on/ roll-off ships,,
2021S02,S2   2021,702,Singapore,3,Container ships,,
2021S02,S2   2021,702,Singapore,1,Passenger ships,,
2021S02,S2   2021,724,Spain,0,All ships,15043.0,183123.0
2021S02,S2   2021,724,Spain,2,Liquid bulk carriers,18514.0,165209.0
2021S02,S2   2021,724,Spain,7,Liquefied petroleum gas carriers,7327.0,55047.0
2021S02,S2   2021,724,Spain,8,Liquefied natural gas carriers,74409.0,130441.0
2021S02,S2   2021,724,Spain,5,Dry bulk carriers,42151.0,183123.0
2021S02,S2   2021,724,Spain,4,Dry breakbulk carriers,7143.0,72562.0
2021S02,S2   2021,724,Spain,6,Roll-on/ roll-off ships,7688.0,45200.0
2021S02,S2   2021,724,Spain,3,Container ships,,
2021S02,S2   2021,724,Spain,1,Passenger ships,,
2021S02,S2   2021,752,Sweden,0,All ships,8607.0,159021.0
2021S02,S2   2021,752,Sweden,2,Liquid bulk carriers,12322.0,159021.0
2021S02,S2   2021,752,Sweden,7,Liquefied petroleum gas carriers,8575.0,55250.0
2021S02,S2   2021,752,Sweden,8,Liquefied natural gas carriers,10073.0,20916.0
2021S02,S2   2021,752,Sweden,5,Dry bulk carriers,10042.0,87091.0
2021S02,S2   2021,752,Sweden,4,Dry breakbulk carriers,5325.0,55807.0
2021S02,S2   2021,752,Sweden,6,Roll-on/ roll-off ships,10338.0,34960.0
2021S02,S2   2021,752,Sweden,3,Container ships,,
2021S02,S2   2021,752,Sweden,1,Passenger ships,,
2021S02,S2   2021,792,Türkiye,0,All ships,17353.0,318824.0
2021S02,S2   2021,792,Türkiye,2,Liquid bulk carriers,33278.0,318824.0
2021S02,S2   2021,792,Türkiye,7,Liquefied petroleum gas carriers,18322.0,58691.0
2021S02,S2   2021,792,Türkiye,8,Liquefied natural gas carriers,89217.0,121843.0
2021S02,S2   2021,792,Türkiye,5,Dry bulk carriers,42716.0,211182.0
2021S02,S2   2021,792,Türkiye,4,Dry breakbulk carriers,5750.0,72148.0
2021S02,S2   2021,792,Türkiye,6,Roll-on/ roll-off ships,10593.0,45200.0
2021S02,S2   2021,792,Türkiye,3,Container ships,,
2021S02,S2   2021,792,Türkiye,1,Passenger ships,,
2021S02,S2   2021,926,United Kingdom,0,All ships,12269.0,320785.0
2021S02,S2   2021,926,United Kingdom,2,Liquid bulk carriers,21106.0,320785.0
2021S02,S2   2021,926,United Kingdom,7,Liquefied petroleum gas carriers,7271.0,50891.0
2021S02,S2   2021,926,United Kingdom,8,Liquefied natural gas carriers,61321.0,154940.0
2021S02,S2   2021,926,United Kingdom,5,Dry bulk carriers,44249.0,180556.0
2021S02,S2   2021,926,United Kingdom,4,Dry breakbulk carriers,4699.0,62074.0
2021S02,S2   2021,926,United Kingdom,6,Roll-on/ roll-off ships,9855.0,55828.0
2021S02,S2   2021,926,United Kingdom,3,Container ships,,
2021S02,S2   2021,926,United Kingdom,1,Passenger ships,,
2021S02,S2   2021,842,United States of America,0,All ships,47932.0,321300.0
2021S02,S2   2021,842,United States of America,2,Liquid bulk carriers,60704.0,321300.0
2021S02,S2   2021,842,United States of America,7,Liquefied petroleum gas carriers,34404.0,63770.0
2021S02,S2   2021,842,United States of America,8,Liquefied natural gas carriers,84165.0,121946.0
2021S02,S2   2021,842,United States of America,5,Dry bulk carriers,52282.0,208775.0
2021S02,S2   2021,842,United States of America,4,Dry breakbulk carriers,17196.0,81279.0
2021S02,S2   2021,842,United States of America,6,Roll-on/ roll-off ships,21586.0,55828.0
2021S02,S2   2021,842,United States of America,3,Container ships,,
2021S02,S2   2021,842,United States of America,1,Passenger ships,,
2022S01,S1   2022,0,World,0,All ships,25725.0,404389.0
2022S01,S1   2022,0,World,2,Liquid bulk carriers,28286.0,323183.0
2022S01,S1   2022,0,World,7,Liquefied petroleum gas carriers,11986.0,64220.0
2022S01,S1   2022,0,World,8,Liquefied natural gas carriers,75614.0,155159.0
2022S01,S1   2022,0,World,5,Dry bulk carriers,58640.0,404389.0
2022S01,S1   2022,0,World,4,Dry breakbulk carriers,7604.0,138743.0
2022S01,S1   2022,0,World,6,Roll-on/ roll-off ships,10319.0,55828.0
2022S01,S1   2022,0,World,3,Container ships,,
2022S01,S1   2022,0,World,1,Passenger ships,,
2022S01,S1   2022,36,Australia,0,All ships,82425.0,297633.0
2022S01,S1   2022,36,Australia,2,Liquid bulk carriers,40398.0,157564.0
2022S01,S1   2022,36,Australia,7,Liquefied petroleum gas carriers,15142.0,57748.0
2022S01,S1   2022,36,Australia,8,Liquefied natural gas carriers,86177.0,97955.0
2022S01,S1   2022,36,Australia,5,Dry bulk carriers,110964.0,297633.0
2022S01,S1   2022,36,Australia,4,Dry breakbulk carriers,27077.0,80500.0
2022S01,S1   2022,36,Australia,6,Roll-on/ roll-off ships,15559.0,43878.0
2022S01,S1   2022,36,Australia,3,Container ships,,
2022S01,S1   2022,36,Australia,1,Passenger ships,,
2022S01,S1   2022,124,Canada,0,All ships,34424.0,300837.0
2022S01,S1   2022,124,Canada,2,Liquid bulk carriers,42234.0,300837.0
2022S01,S1   2022,124,Canada,7,Liquefied petroleum gas carriers,54660.0,58757.0
2022S01,S1   2022,124,Canada,5,Dry bulk carriers,49249.0,210898.0
2022S01,S1   2022,124,Canada,4,Dry breakbulk carriers,16472.0,55531.0
2022S01,S1   2022,124,Canada,6,Roll-on/ roll-off ships,5184.0,55828.0
2022S01,S1   2022,124,Canada,3,Container ships,,
2022S01,S1   2022,124,Canada,1,Passenger ships,,
2022S01,S1   2022,156,China,0,All ships,46318.0,404389.0
2022S01,S1   2022,156,China,2,Liquid bulk carriers,33800.0,323183.0
2022S01,S1   2022,156,China,7,Liquefied petroleum gas carriers,10706.0,64220.0
2022S01,S1   2022,156,China,8,Liquefied natural gas carriers,81703.0,155159.0
2022S01,S1   2022,156,China,5,Dry bulk carriers,77916.0,404389.0
2022S01,S1   2022,156,China,4,Dry breakbulk carriers,14781.0,103652.0
2022S01,S1   2022,156,China,6,Roll-on/ roll-off ships,10800.0,43878.0
2022S01,S1   2022,156,China,3,Container ships,,
2022S01,S1   2022,156,China,1,Passenger ships,,
2022S01,S1   2022,191,Croatia,0,All ships,18222.0,159385.0
2022S01,S1   2022,191,Croatia,2,Liquid bulk carriers,28365.0,159385.0
2022S01,S1   2022,191,Croatia,8,Liquefied natural gas carriers,87621.0,94665.0
2022S01,S1   2022,191,Croatia,5,Dry bulk carriers,33376.0,114045.0
2022S01,S1   2022,191,Croatia,4,Dry breakbulk carriers,5586.0,71955.0
2022S01,S1   2022,191,Croatia,3,Container ships,,
2022S01,S1   2022,191,Croatia,1,Passenger ships,,
2022S01,S1   2022,208,Denmark,0,All ships,7464.0,182983.0
2022S01,S1   2022,208,Denmark,2,Liquid bulk carriers,12163.0,164028.0
2022S01,S1   2022,208,Denmark,7,Liquefied petroleum gas carriers,4785.0,23484.0
2022S01,S1   2022,208,Denmark,5,Dry bulk carriers,15905.0,182983.0
2022S01,S1   2022,208,Denmark,4,Dry breakbulk carriers,4169.0,32269.0
2022S01,S1   2022,208,Denmark,6,Roll-on/ roll-off ships,13805.0,48988.0
2022S01,S1   2022,208,Denmark,3,Container ships,,
2022S01,S1   2022,208,Denmark,1,Passenger ships,,
2022S01,S1   2022,251,France,0,All ships,17633.0,319778.0
2022S01,S1   2022,251,France,2,Liquid bulk carriers,20825.0,319778.0
2022S01,S1   2022,251,France,7,Liquefied petroleum gas carriers,9828.0,55250.0
2022S01,S1   2022,251,France,8,Liquefied natural gas carriers,82808.0,121935.0
2022S01,S1   2022,251,France,5,Dry bulk carriers,45178.0,208521.0
2022S01,S1   2022,251,France,4,Dry breakbulk carriers,6358.0,72871.0
2022S01,S1   2022,251,France,6,Roll-on/ roll-off ships,11462.0,45200.0
2022S01,S1   2022,251,France,3,Container ships,,
2022S01,S1   2022,251,France,1,Passenger ships,,
2022S01,S1   2022,276,Germany,0,All ships,9602.0,319191.0
2022S01,S1   2022,276,Germany,2,Liquid bulk carriers,8285.0,319191.0
2022S01,S1   2022,276,Germany,7,Liquefied petroleum gas carriers,6275.0,54543.0
2022S01,S1   2022,276,Germany,5,Dry bulk carriers,54565.0,210898.0
2022S01,S1   2022,276,Germany,4,Dry breakbulk carriers,4947.0,72927.0
2022S01,S1   2022,276,Germany,6,Roll-on/ roll-off ships,12722.0,55828.0
2022S01,S1   2022,276,Germany,3,Container ships,,
2022S01,S1   2022,276,Germany,1,Passenger ships,,
2022S01,S1   2022,300,Greece,0,All ships,7550.0,167295.0
2022S01,S1   2022,300,Greece,2,Liquid bulk carriers,8040.0,167295.0
2022S01,S1   2022,300,Greece,7,Liquefied petroleum gas carriers,5884.0,19621.0
2022S01,S1   2022,300,Greece,8,Liquefied natural gas carriers,83865.0,99025.0
2022S01,S1   2022,300,Greece,5,Dry bulk carriers,12723.0,87144.0
2022S01,S1   2022,300,Greece,4,Dry breakbulk carriers,4009.0,52313.0
2022S01,S1   2022,300,Greece,6,Roll-on/ roll-off ships,6702.0,48988.0
2022S01,S1   2022,300,Greece,3,Container ships,,
2022S01,S1   2022,300,Greece,1,Passenger ships,,
2022S01,S1   2022,360,Indonesia,0,All ships,17116.0,230000.0
2022S01,S1   2022,360,Indonesia,2,Liquid bulk carriers,13880.0,162090.0
2022S01,S1   2022,360,Indonesia,7,Liquefied petroleum gas carriers,9126.0,58811.0
2022S01,S1   2022,360,Indonesia,8,Liquefied natural gas carriers,72353.0,97730.0
2022S01,S1   2022,360,Indonesia,5,Dry bulk carriers,46246.0,230000.0
2022S01,S1   2022,360,Indonesia,4,Dry breakbulk carriers,6998.0,138743.0
2022S01,S1   2022,360,Indonesia,6,Roll-on/ roll-off ships,4551.0,28092.0
2022S01,S1   2022,360,Indonesia,3,Container ships,,
2022S01,S1   2022,360,Indonesia,1,Passenger ships,,
2022S01,S1   2022,380,Italy,0,All ships,19902.0,313049.0
2022S01,S1   2022,380,Italy,2,Liquid bulk carriers,29523.0,299999.0
2022S01,S1   2022,380,Italy,7,Liquefied petroleum gas carriers,9448.0,55047.0
2022S01,S1   2022,380,Italy,8,Liquefied natural gas carriers,30177.0,39520.0
2022S01,S1   2022,380,Italy,5,Dry bulk carriers,45539.0,313049.0
2022S01,S1   2022,380,Italy,4,Dry breakbulk carriers,8272.0,72914.0
2022S01,S1   2022,380,Italy,6,Roll-on/ roll-off ships,13703.0,45200.0
2022S01,S1   2022,380,Italy,3,Container ships,,
2022S01,S1   2022,380,Italy,1,Passenger ships,,
2022S01,S1   2022,392,Japan,0,All ships,15391.0,327017.0
2022S01,S1   2022,392,Japan,2,Liquid bulk carriers,13980.0,322861.0
2022S01,S1   2022,392,Japan,7,Liquefied petroleum gas carriers,7674.0,58757.0
2022S01,S1   2022,392,Japan,8,Liquefied natural gas carriers,49931.0,122079.0
2022S01,S1   2022,392,Japan,5,Dry bulk carriers,29632.0,327017.0
2022S01,S1   2022,392,Japan,4,Dry breakbulk carriers,9406.0,138743.0
2022S01,S1   2022,392,Japan,6,Roll-on/ roll-off ships,7440.0,43878.0
2022S01,S1   2022,392,Japan,3,Container ships,,
2022S01,S1   2022,392,Japan,1,Passenger ships,,
2022S01,S1   2022,410,"Korea, Republic of",0,All ships,21259.0,326932.0
2022S01,S1   2022,410,"Korea, Republic of",2,Liquid bulk carriers,23823.0,323182.0
2022S01,S1   2022,410,"Korea, Republic of",7,Liquefied petroleum gas carriers,8584.0,64012.0
2022S01,S1   2022,410,"Korea, Republic of",8,Liquefied natural gas carriers,87462.0,155159.0
2022S01,S1   2022,410,"Korea, Republic of",5,Dry bulk carriers,54270.0,326932.0
2022S01,S1   2022,410,"Korea, Republic of",4,Dry breakbulk carriers,7652.0,138743.0
2022S01,S1   2022,410,"Korea, Republic of",6,Roll-on/ roll-off ships,10747.0,38500.0
2022S01,S1   2022,410,"Korea, Republic of",3,Container ships,,
2022S01,S1   2022,410,"Korea, Republic of",1,Passenger ships,,
2022S01,S1   2022,528,Netherlands (Kingdom of the),0,All ships,15394.0,399821.0
2022S01,S1   2022,528,Netherlands (Kingdom of the),2,Liquid bulk carriers,18386.0,321300.0
2022S01,S1   2022,528,Netherlands (Kingdom of the),7,Liquefied petroleum gas carriers,7678.0,58811.0
2022S01,S1   2022,528,Netherlands (Kingdom of the),8,Liquefied natural gas carriers,66012.0,98936.0
2022S01,S1   2022,528,Netherlands (Kingdom of the),5,Dry bulk carriers,70083.0,399821.0
2022S01,S1   2022,528,Netherlands (Kingdom of the),4,Dry breakbulk carriers,5218.0,116173.0
2022S01,S1   2022,528,Netherlands (Kingdom of the),6,Roll-on/ roll-off ships,6619.0,48988.0
2022S01,S1   2022,528,Netherlands (Kingdom of the),3,Container ships,,
2022S01,S1   2022,528,Netherlands (Kingdom of the),1,Passenger ships,,
2022S01,S1   2022,579,Norway,0,All ships,7375.0,320780.0
2022S01,S1   2022,579,Norway,2,Liquid bulk carriers,18616.0,320780.0
2022S01,S1   2022,579,Norway,7,Liquefied petroleum gas carriers,8466.0,42543.0
2022S01,S1   2022,579,Norway,8,Liquefied natural gas carriers,5500.0,88797.0
2022S01,S1   2022,579,Norway,5,Dry bulk carriers,33108.0,209114.0
2022S01,S1   2022,579,Norway,4,Dry breakbulk carriers,3418.0,62000.0
2022S01,S1   2022,579,Norway,6,Roll-on/ roll-off ships,6991.0,27343.0
2022S01,S1   2022,579,Norway,3,Container ships,,
2022S01,S1   2022,579,Norway,1,Passenger ships,,
2022S01,S1   2022,608,Philippines,0,All ships,11878.0,297442.0
2022S01,S1   2022,608,Philippines,2,Liquid bulk carriers,11451.0,114644.0
2022S01,S1   2022,608,Philippines,7,Liquefied petroleum gas carriers,8270.0,58814.0
2022S01,S1   2022,608,Philippines,5,Dry bulk carriers,47029.0,297442.0
2022S01,S1   2022,608,Philippines,4,Dry breakbulk carriers,5435.0,63581.0
2022S01,S1   2022,608,Philippines,6,Roll-on/ roll-off ships,7530.0,31801.0
2022S01,S1   2022,608,Philippines,3,Container ships,,
2022S01,S1   2022,608,Philippines,1,Passenger ships,,
2022S01,S1   2022,643,Russian Federation,0,All ships,20519.0,181458.0
2022S01,S1   2022,643,Russian Federation,2,Liquid bulk carriers,29175.0,167282.0
2022S01,S1   2022,643,Russian Federation,7,Liquefied petroleum gas carriers,11942.0,23273.0
2022S01,S1   2022,643,Russian Federation,8,Liquefied natural gas carriers,72619.0,97000.0
2022S01,S1   2022,643,Russian Federation,5,Dry bulk carriers,47497.0,181458.0
2022S01,S1   2022,643,Russian Federation,4,Dry breakbulk carriers,6061.0,138743.0
2022S01,S1   2022,643,Russian Federation,6,Roll-on/ roll-off ships,5772.0,22910.0
2022S01,S1   2022,643,Russian Federation,3,Container ships,,
2022S01,S1   2022,643,Russian Federation,1,Passenger ships,,
2022S01,S1   2022,702,Singapore,0,All ships,19580.0,323183.0
2022S01,S1   2022,702,Singapore,2,Liquid bulk carriers,19788.0,323183.0
2022S01,S1   2022,702,Singapore,7,Liquefied petroleum gas carriers,8039.0,58448.0
2022S01,S1   2022,702,Singapore,8,Liquefied natural gas carriers,79931.0,121730.0
2022S01,S1   2022,702,Singapore,5,Dry bulk carriers,24373.0,209801.0
2022S01,S1   2022,702,Singapore,4,Dry breakbulk carriers,13118.0,138743.0
2022S01,S1   2022,702,Singapore,6,Roll-on/ roll-off ships,17919.0,43878.0
2022S01,S1   2022,702,Singapore,3,Container ships,,
2022S01,S1   2022,702,Singapore,1,Passenger ships,,
2022S01,S1   2022,724,Spain,0,All ships,16621.0,314014.0
2022S01,S1   2022,724,Spain,2,Liquid bulk carriers,19302.0,314014.0
2022S01,S1   2022,724,Spain,7,Liquefied petroleum gas carriers,8843.0,55076.0
2022S01,S1   2022,724,Spain,8,Liquefied natural gas carriers,77044.0,130441.0
2022S01,S1   2022,724,Spain,5,Dry bulk carriers,46280.0,209472.0
2022S01,S1   2022,724,Spain,4,Dry breakbulk carriers,7195.0,116173.0
2022S01,S1   2022,724,Spain,6,Roll-on/ roll-off ships,8288.0,45200.0
2022S01,S1   2022,724,Spain,3,Container ships,,
2022S01,S1   2022,724,Spain,1,Passenger ships,,
2022S01,S1   2022,752,Sweden,0,All ships,8837.0,320780.0
2022S01,S1   2022,752,Sweden,2,Liquid bulk carriers,13260.0,320780.0
2022S01,S1   2022,752,Sweden,7,Liquefied petroleum gas carriers,8570.0,54901.0
2022S01,S1   2022,752,Sweden,8,Liquefied natural gas carriers,8585.0,12268.0
2022S01,S1   2022,752,Sweden,5,Dry bulk carriers,10000.0,85206.0
2022S01,S1   2022,752,Sweden,4,Dry breakbulk carriers,5348.0,61250.0
2022S01,S1   2022,752,Sweden,6,Roll-on/ roll-off ships,11765.0,34960.0
2022S01,S1   2022,752,Sweden,3,Container ships,,
2022S01,S1   2022,752,Sweden,1,Passenger ships,,
2022S01,S1   2022,792,Türkiye,0,All ships,17443.0,211182.0
2022S01,S1   2022,792,Türkiye,2,Liquid bulk carriers,32107.0,167295.0
2022S01,S1   2022,792,Türkiye,7,Liquefied petroleum gas carriers,18541.0,55432.0
2022S01,S1   2022,792,Türkiye,8,Liquefied natural gas carriers,89106.0,99025.0
2022S01,S1   2022,792,Türkiye,5,Dry bulk carriers,44119.0,211182.0
2022S01,S1   2022,792,Türkiye,4,Dry breakbulk carriers,5951.0,72562.0
2022S01,S1   2022,792,Türkiye,6,Roll-on/ roll-off ships,9377.0,45200.0
2022S01,S1   2022,792,Türkiye,3,Container ships,,
2022S01,S1   2022,792,Türkiye,1,Passenger ships,,
2022S01,S1   2022,926,United Kingdom,0,All ships,12913.0,319778.0
2022S01,S1   2022,926,United Kingdom,2,Liquid bulk carriers,21683.0,319778.0
2022S01,S1   2022,926,United Kingdom,7,Liquefied petroleum gas carriers,7626.0,53999.0
2022S01,S1   2022,926,United Kingdom,8,Liquefied natural gas carriers,76612.0,154940.0
2022S01,S1   2022,926,United Kingdom,5,Dry bulk carriers,44257.0,208445.0
2022S01,S1   2022,926,United Kingdom,4,Dry breakbulk carriers,4962.0,72927.0
2022S01,S1   2022,926,United Kingdom,6,Roll-on/ roll-off ships,9698.0,55828.0
2022S01,S1   2022,926,United Kingdom,3,Container ships,,
2022S01,S1   2022,926,United Kingdom,1,Passenger ships,,
2022S01,S1   2022,842,United States of America,0,All ships,48498.0,319993.0
2022S01,S1   2022,842,United States of America,2,Liquid bulk carriers,61524.0,319993.0
2022S01,S1   2022,842,United States of America,7,Liquefied petroleum gas carriers,34487.0,63770.0
2022S01,S1   2022,842,United States of America,8,Liquefied natural gas carriers,85917.0,109661.0
2022S01,S1   2022,842,United States of America,5,Dry bulk carriers,53750.0,210000.0
2022S01,S1   2022,842,United States of America,4,Dry breakbulk carriers,17006.0,80344.0
2022S01,S1   2022,842,United States of America,6,Roll-on/ roll-off ships,21852.0,55828.0
2022S01,S1   2022,842,United States of America,3,Container ships,,
2022S01,S1   2022,842,United States of America,1,Passenger ships,,
2022S02,S2   2022,0,World,0,All ships,25610.0,404389.0
2022S02,S2   2022,0,World,2,Liquid bulk carriers,28338.0,323514.0
2022S02,S2   2022,0,World,7,Liquefied petroleum gas carriers,12206.0,64220.0
2022S02,S2   2022,0,World,8,Liquefied natural gas carriers,75255.0,155159.0
2022S02,S2   2022,0,World,5,Dry bulk carriers,58122.0,404389.0
2022S02,S2   2022,0,World,4,Dry breakbulk carriers,7652.0,116173.0
2022S02,S2   2022,0,World,6,Roll-on/ roll-off ships,10575.0,55828.0
2022S02,S2   2022,0,World,3,Container ships,,
2022S02,S2   2022,0,World,1,Passenger ships,,
2022S02,S2   2022,36,Australia,0,All ships,82234.0,297902.0
2022S02,S2   2022,36,Australia,2,Liquid bulk carriers,41487.0,158694.0
2022S02,S2   2022,36,Australia,7,Liquefied petroleum gas carriers,13737.0,58814.0
2022S02,S2   2022,36,Australia,8,Liquefied natural gas carriers,86185.0,97975.0
2022S02,S2   2022,36,Australia,5,Dry bulk carriers,112390.0,297902.0
2022S02,S2   2022,36,Australia,4,Dry breakbulk carriers,26849.0,80500.0
2022S02,S2   2022,36,Australia,6,Roll-on/ roll-off ships,15276.0,43878.0
2022S02,S2   2022,36,Australia,3,Container ships,,
2022S02,S2   2022,36,Australia,1,Passenger ships,,
2022S02,S2   2022,124,Canada,0,All ships,32981.0,321300.0
2022S02,S2   2022,124,Canada,2,Liquid bulk carriers,37271.0,321300.0
2022S02,S2   2022,124,Canada,7,Liquefied petroleum gas carriers,54220.0,58757.0
2022S02,S2   2022,124,Canada,5,Dry bulk carriers,45735.0,210000.0
2022S02,S2   2022,124,Canada,4,Dry breakbulk carriers,11173.0,61670.0
2022S02,S2   2022,124,Canada,6,Roll-on/ roll-off ships,6342.0,55828.0
2022S02,S2   2022,124,Canada,3,Container ships,,
2022S02,S2   2022,124,Canada,1,Passenger ships,,
2022S02,S2   2022,156,China,0,All ships,46080.0,404389.0
2022S02,S2   2022,156,China,2,Liquid bulk carriers,35912.0,323514.0
2022S02,S2   2022,156,China,7,Liquefied petroleum gas carriers,10849.0,64220.0
2022S02,S2   2022,156,China,8,Liquefied natural gas carriers,81230.0,155159.0
2022S02,S2   2022,156,China,5,Dry bulk carriers,78647.0,404389.0
2022S02,S2   2022,156,China,4,Dry breakbulk carriers,15106.0,103378.0
2022S02,S2   2022,156,China,6,Roll-on/ roll-off ships,9914.0,38500.0
2022S02,S2   2022,156,China,3,Container ships,,
2022S02,S2   2022,156,China,1,Passenger ships,,
2022S02,S2   2022,191,Croatia,0,All ships,20954.0,179276.0
2022S02,S2   2022,191,Croatia,2,Liquid bulk carriers,26025.0,159855.0
2022S02,S2   2022,191,Croatia,8,Liquefied natural gas carriers,88446.0,121946.0
2022S02,S2   2022,191,Croatia,5,Dry bulk carriers,31363.0,179276.0
2022S02,S2   2022,191,Croatia,4,Dry breakbulk carriers,6300.0,38209.0
2022S02,S2   2022,191,Croatia,3,Container ships,,
2022S02,S2   2022,191,Croatia,1,Passenger ships,,
2022S02,S2   2022,208,Denmark,0,All ships,7445.0,177651.0
2022S02,S2   2022,208,Denmark,2,Liquid bulk carriers,12220.0,159540.0
